"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"5787";5787;"2011-09-03";3;0;9;13;0;6;0;1;0,7;0,6515;0,65;0,2239;153;200;353
"12285";12285;"2012-06-01";2;1;6;1;0;5;1;1;0,64;0,6212;0,53;0,2239;0;34;34
"12143";12143;"2012-05-26";2;1;5;3;0;6;0;1;0,62;0,5606;0,88;0,1045;9;22;31
"4973";4973;"2011-07-31";3;0;7;2;0;0;0;1;0,74;0,697;0,66;0,0896;19;48;67
"15894";15894;"2012-10-30";4;1;10;22;0;2;1;1;0,3;0,303;0,81;0,1343;2;64;66
"10753";10753;"2012-03-29";2;1;3;3;0;4;1;1;0,58;0,5455;0,28;0,2537;1;4;5
"10344";10344;"2012-03-12";1;1;3;2;0;1;1;1;0,38;0,3939;0,54;0,1045;4;5;9
"1012";1012;"2011-02-14";1;0;2;19;0;1;1;1;0,38;0,3939;0,43;0,4925;12;86;98
"8132";8132;"2011-12-10";4;0;12;11;0;6;0;1;0,32;0,2879;0,53;0,4179;44;192;236
"16627";16627;"2012-11-30";4;1;11;13;0;5;1;2;0,4;0,4091;0,4;0,1642;21;241;262
"13410";13410;"2012-07-17";3;1;7;22;0;2;1;1;0,8;0,7576;0,55;0,2239;29;215;244
"10885";10885;"2012-04-03";2;1;4;16;0;2;1;1;0,62;0,6061;0,21;0,1642;145;340;485
"4277";4277;"2011-07-02";3;0;7;2;0;6;0;1;0,64;0,6212;0,53;0;9;43;52
"1490";1490;"2011-03-07";1;0;3;10;0;1;1;1;0,24;0,2121;0,6;0,2985;15;43;58
"6918";6918;"2011-10-20";4;0;10;20;0;4;1;2;0,46;0,4545;0,51;0,3284;34;207;241
"6899";6899;"2011-10-20";4;0;10;1;0;4;1;1;0,56;0,5303;0,88;0,3582;4;11;15
"7389";7389;"2011-11-09";4;0;11;11;0;3;1;1;0,46;0,4545;0,67;0,1642;21;131;152
"301";301;"2011-01-13";1;0;1;23;0;4;1;1;0,12;0,1364;0,5;0,194;1;14;15
"16457";16457;"2012-11-23";4;1;11;10;0;5;1;1;0,34;0,3333;0,61;0,1642;87;114;201
"3109";3109;"2011-05-14";2;0;5;10;0;6;0;2;0,52;0,5;0,94;0,1642;34;133;167
"1119";1119;"2011-02-19";1;0;2;8;0;6;0;1;0,38;0,3939;0,17;0,5821;9;36;45
"478";478;"2011-01-21";1;0;1;22;0;5;1;1;0,06;0,0303;0,41;0,3881;1;33;34
"9712";9712;"2012-02-14";1;1;2;14;0;2;1;1;0,4;0,4091;0,4;0,2239;13;111;124
"8836";8836;"2012-01-08";1;1;1;23;0;0;0;1;0,26;0,2424;0,56;0,2537;0;30;30
"2318";2318;"2011-04-11";2;0;4;11;0;1;1;2;0,6;0,5909;0,73;0,2985;45;59;104
"150";150;"2011-01-07";1;0;1;12;0;5;1;2;0,2;0,197;0,37;0,2537;9;50;59
"12289";12289;"2012-06-01";2;1;6;5;0;5;1;2;0,62;0,5909;0,78;0,0896;4;41;45
"11909";11909;"2012-05-16";2;1;5;9;0;3;1;2;0,6;0,5758;0,78;0,1343;33;314;347
"2958";2958;"2011-05-08";2;0;5;3;0;0;0;1;0,46;0,4545;0,72;0,0896;10;21;31
"14448";14448;"2012-08-30";3;1;8;4;0;4;1;1;0,62;0,5909;0,73;0;4;4;8
"11109";11109;"2012-04-13";2;1;4;1;0;5;1;1;0,36;0,3485;0,46;0,194;2;28;30
"4651";4651;"2011-07-17";3;0;7;16;0;0;0;1;0,8;0,7273;0,46;0,2985;129;188;317
"12966";12966;"2012-06-29";3;1;6;10;0;5;1;1;0,9;0,8333;0,39;0,2985;32;139;171
"10425";10425;"2012-03-15";1;1;3;11;0;4;1;1;0,56;0,5303;0,6;0,1343;60;151;211
"13317";13317;"2012-07-14";3;1;7;1;0;6;0;2;0,7;0,6515;0,51;0,1045;13;105;118
"15407";15407;"2012-10-09";4;1;10;3;0;2;1;3;0,36;0,3333;0,87;0,2836;0;3;3
"16842";16842;"2012-12-09";4;1;12;12;0;0;0;2;0,4;0,4091;0,82;0,2985;60;255;315
"14413";14413;"2012-08-28";3;1;8;17;0;2;1;1;0,8;0,697;0,35;0,3881;90;774;864
"4840";4840;"2011-07-25";3;0;7;13;0;1;1;2;0,74;0,7121;0,74;0,1343;14;64;78
"7195";7195;"2011-11-01";4;0;11;9;0;2;1;1;0,4;0,4091;0,66;0,1642;16;206;222
"16219";16219;"2012-11-13";4;1;11;12;0;2;1;1;0,34;0,3182;0,61;0,2836;16;180;196
"547";547;"2011-01-24";1;0;1;22;0;1;1;2;0,14;0,1364;0,63;0,2239;3;32;35
"6879";6879;"2011-10-19";4;0;10;5;0;3;1;3;0,5;0,4848;1;0,1045;0;3;3
"6005";6005;"2011-09-12";3;0;9;18;0;1;1;1;0,7;0,6515;0,54;0,194;56;515;571
"7953";7953;"2011-12-03";4;0;12;0;0;6;0;1;0,3;0,2879;0,56;0,2537;10;65;75
"13344";13344;"2012-07-15";3;1;7;4;0;0;0;2;0,68;0,6364;0,89;0,1045;8;11;19
"1411";1411;"2011-03-04";1;0;3;1;0;5;1;2;0,18;0,1818;0,64;0,194;0;4;4
"4863";4863;"2011-07-26";3;0;7;12;0;2;1;1;0,84;0,7273;0,28;0;25;122;147
"6556";6556;"2011-10-05";4;0;10;17;0;3;1;1;0,64;0,6212;0,47;0,2537;66;525;591
"2635";2635;"2011-04-24";2;0;4;16;0;0;0;1;0,74;0,6667;0,48;0,3881;162;197;359
"9257";9257;"2012-01-26";1;1;1;14;0;4;1;2;0,4;0,4091;0,71;0,1045;16;112;128
"2225";2225;"2011-04-07";2;0;4;13;0;4;1;2;0,52;0,5;0,48;0,0896;36;99;135
"15239";15239;"2012-10-02";4;1;10;3;0;2;1;2;0,54;0,5152;0,88;0,194;1;4;5
"8263";8263;"2011-12-15";4;0;12;22;0;4;1;1;0,52;0,5;0,63;0,3284;8;116;124
"4020";4020;"2011-06-21";3;0;6;9;0;2;1;2;0,62;0,5606;0,88;0,2537;32;243;275
"7554";7554;"2011-11-16";4;0;11;8;0;3;1;3;0,46;0,4545;0,94;0;9;223;232
"3254";3254;"2011-05-20";2;0;5;11;0;5;1;2;0,58;0,5455;0,6;0,194;63;133;196
"307";307;"2011-01-14";1;0;1;6;0;5;1;1;0,1;0,1818;0,54;0;0;17;17
"8652";8652;"2012-01-01";1;1;1;6;0;0;0;1;0,26;0,2727;0,93;0,1343;1;1;2
"10486";10486;"2012-03-18";1;1;3;0;0;0;0;1;0,46;0,4545;0,88;0,194;27;80;107
"2467";2467;"2011-04-17";2;0;4;16;0;0;0;1;0,54;0,5152;0,3;0,3582;161;182;343
"14719";14719;"2012-09-10";3;1;9;11;0;1;1;1;0,62;0,6212;0,43;0,2985;69;167;236
"12161";12161;"2012-05-26";2;1;5;21;0;6;0;2;0,72;0,6818;0,62;0,194;100;151;251
"12713";12713;"2012-06-18";2;1;6;21;0;1;1;2;0,62;0,5909;0,73;0,1045;35;238;273
"7937";7937;"2011-12-02";4;0;12;8;0;5;1;1;0,24;0,2879;0,87;0;13;432;445
"948";948;"2011-02-12";1;0;2;2;0;6;0;1;0,14;0,2121;0,8;0;2;13;15
"12214";12214;"2012-05-29";2;1;5;2;0;2;1;1;0,68;0,6364;0,83;0,1343;0;8;8
"7682";7682;"2011-11-21";4;0;11;16;0;1;1;3;0,44;0,4394;0,94;0,2239;13;95;108
"13941";13941;"2012-08-09";3;1;8;1;0;4;1;1;0,7;0,6667;0,79;0,1343;5;23;28
"1088";1088;"2011-02-18";1;0;2;1;0;5;1;1;0,44;0,4394;0,72;0,2239;1;7;8
"3016";3016;"2011-05-10";2;0;5;13;0;2;1;2;0,62;0,6212;0,38;0,2537;50;152;202
"7444";7444;"2011-11-11";4;0;11;18;1;5;0;1;0,34;0,3182;0,39;0,2537;23;185;208
"13571";13571;"2012-07-24";3;1;7;15;0;2;1;1;0,82;0,7727;0,49;0,2985;73;212;285
"15814";15814;"2012-10-26";4;1;10;2;0;5;1;2;0,52;0,5;0,88;0,1045;4;15;19
"14232";14232;"2012-08-21";3;1;8;4;0;2;1;1;0,56;0,5303;0,88;0;0;4;4
"2376";2376;"2011-04-13";2;0;4;21;0;3;1;1;0,42;0,4242;0,67;0,1642;17;100;117
"9625";9625;"2012-02-10";1;1;2;23;0;5;1;2;0,3;0,3182;0,7;0,0896;1;64;65
"10586";10586;"2012-03-22";2;1;3;4;0;4;1;2;0,48;0,4697;1;0,0896;0;6;6
"9918";9918;"2012-02-23";1;1;2;6;0;4;1;1;0,36;0,3485;0,87;0,194;3;88;91
"3172";3172;"2011-05-17";2;0;5;1;0;2;1;3;0,56;0,5303;0,88;0;7;6;13
"167";167;"2011-01-08";1;0;1;5;0;6;0;2;0,16;0,1667;0,74;0,1642;0;5;5
"14804";14804;"2012-09-14";3;1;9;0;0;5;1;1;0,56;0,5303;0,73;0,0896;24;63;87
"7180";7180;"2011-10-31";4;0;10;18;0;1;1;1;0,4;0,4091;0,66;0,0896;30;392;422
"9877";9877;"2012-02-21";1;1;2;13;0;2;1;1;0,34;0,303;0,49;0,4179;8;123;131
"7189";7189;"2011-11-01";4;0;11;3;0;2;1;2;0,36;0,3485;0,81;0,1343;1;5;6
"11051";11051;"2012-04-10";2;1;4;14;0;2;1;1;0,54;0,5152;0,24;0,194;75;149;224
"8542";8542;"2011-12-27";1;0;12;15;0;2;1;3;0,42;0,4242;0,82;0,3881;2;17;19
"4945";4945;"2011-07-29";3;0;7;22;0;5;1;1;0,8;0,7424;0,49;0,2239;47;127;174
"7457";7457;"2011-11-12";4;0;11;7;0;6;0;1;0,22;0,2273;0,75;0,194;3;24;27
"12438";12438;"2012-06-07";2;1;6;10;0;4;1;1;0,6;0,6061;0,64;0,0896;56;154;210
"13268";13268;"2012-07-12";3;1;7;0;0;4;1;2;0,68;0,6364;0,61;0;1;55;56
"8671";8671;"2012-01-02";1;1;1;1;1;1;0;1;0,36;0,3333;0,43;0,4179;1;11;12
"8037";8037;"2011-12-06";4;0;12;12;0;2;1;3;0,46;0,4545;1;0,2239;5;50;55
"567";567;"2011-01-25";1;0;1;19;0;2;1;2;0,26;0,2576;0,65;0,1642;13;133;146
"11168";11168;"2012-04-15";2;1;4;12;0;0;0;1;0,64;0,6212;0,44;0,2836;275;360;635
"11235";11235;"2012-04-18";2;1;4;7;0;3;1;2;0,5;0,4848;0,39;0,194;10;408;418
"12215";12215;"2012-05-29";2;1;5;3;0;2;1;1;0,68;0,6364;0,79;0,2836;1;2;3
"8797";8797;"2012-01-07";1;1;1;8;0;6;0;1;0,24;0,2576;0,75;0,1045;0;64;64
"4079";4079;"2011-06-23";3;0;6;20;0;4;1;1;0,7;0,6667;0,74;0,2239;75;277;352
"3799";3799;"2011-06-12";2;0;6;4;0;0;0;1;0,62;0,5606;0,88;0,1642;8;6;14
"3061";3061;"2011-05-12";2;0;5;10;0;4;1;2;0,54;0,5152;0,68;0,2239;28;119;147
"3933";3933;"2011-06-17";2;0;6;18;0;5;1;3;0,76;0,6818;0,4;0,194;62;388;450
"13358";13358;"2012-07-15";3;1;7;18;0;0;0;3;0,72;0,697;0,79;0,3582;84;228;312
"7399";7399;"2011-11-09";4;0;11;21;0;3;1;1;0,4;0,4091;0,87;0;9;152;161
"16194";16194;"2012-11-12";4;1;11;11;1;1;0;1;0,52;0,5;0,72;0,1642;112;255;367
"15983";15983;"2012-11-03";4;1;11;15;0;6;0;2;0,36;0,3182;0,46;0,4478;117;331;448
"12908";12908;"2012-06-27";3;1;6;0;0;3;1;1;0,62;0,6212;0,41;0,194;15;39;54
"13893";13893;"2012-08-07";3;1;8;1;0;2;1;1;0,7;0,6667;0,84;0,1343;2;16;18
"6216";6216;"2011-09-21";3;0;9;13;0;3;1;2;0,66;0,6212;0,74;0,1642;37;144;181
"14405";14405;"2012-08-28";3;1;8;9;0;2;1;2;0,7;0,6667;0,79;0,1642;44;351;395
"14839";14839;"2012-09-15";3;1;9;11;0;6;0;1;0,64;0,6212;0,38;0,3881;228;399;627
"10904";10904;"2012-04-04";2;1;4;11;0;3;1;2;0,6;0,6212;0,43;0,3582;61;152;213
"5054";5054;"2011-08-03";3;0;8;11;0;3;1;2;0,74;0,6818;0,58;0,1045;29;93;122
"10936";10936;"2012-04-05";2;1;4;19;0;4;1;1;0,48;0,4697;0,31;0,2537;64;423;487
"2912";2912;"2011-05-06";2;0;5;5;0;5;1;1;0,34;0,3485;0,81;0,1045;0;16;16
"5611";5611;"2011-08-26";3;0;8;16;0;5;1;1;0,78;0,7424;0,62;0,1045;50;293;343
"9195";9195;"2012-01-24";1;1;1;0;0;2;1;2;0,3;0,2879;1;0,2836;6;19;25
"11706";11706;"2012-05-07";2;1;5;22;0;1;1;2;0,54;0,5152;0,45;0,2537;26;147;173
"2612";2612;"2011-04-23";2;0;4;17;0;6;0;1;0,6;0,5909;0,73;0,3284;168;215;383
"12403";12403;"2012-06-05";2;1;6;23;0;2;1;1;0,54;0,5152;0,56;0,0896;20;93;113
"7460";7460;"2011-11-12";4;0;11;10;0;6;0;1;0,34;0,3182;0,61;0,2836;62;170;232
"10404";10404;"2012-03-14";1;1;3;14;0;3;1;1;0,7;0,6364;0,23;0,3284;61;163;224
"16122";16122;"2012-11-09";4;1;11;11;0;5;1;1;0,4;0,4091;0,47;0,2985;66;185;251
"15306";15306;"2012-10-04";4;1;10;22;0;4;1;1;0,64;0,6212;0,47;0,1343;29;203;232
"2080";2080;"2011-04-01";2;0;4;12;0;5;1;1;0,34;0,303;0,53;0,3582;15;80;95
"7737";7737;"2011-11-23";4;0;11;23;0;3;1;1;0,34;0,303;0,61;0,3582;4;47;51
"5540";5540;"2011-08-23";3;0;8;17;0;2;1;1;0,72;0,6515;0,34;0,2239;133;339;472
"10364";10364;"2012-03-12";1;1;3;22;0;1;1;2;0,56;0,5303;0,56;0,2239;17;116;133
"11049";11049;"2012-04-10";2;1;4;12;0;2;1;1;0,54;0,5152;0,22;0,2836;75;184;259
"3083";3083;"2011-05-13";2;0;5;8;0;5;1;2;0,5;0,4848;0,88;0,194;26;361;387
"14756";14756;"2012-09-12";3;1;9;0;0;3;1;1;0,52;0,5;0,72;0,1045;8;41;49
"10846";10846;"2012-04-02";2;1;4;0;0;1;1;3;0,44;0,4394;0,82;0,1045;6;11;17
"5944";5944;"2011-09-10";3;0;9;4;0;6;0;1;0,58;0,5455;0,94;0,0896;3;4;7
"13603";13603;"2012-07-25";3;1;7;23;0;3;1;1;0,68;0,6364;0,57;0,2985;52;187;239
"12151";12151;"2012-05-26";2;1;5;11;0;6;0;1;0,7;0,6667;0,74;0,194;208;312;520
"11912";11912;"2012-05-16";2;1;5;12;0;3;1;1;0,7;0,6515;0,54;0,194;59;271;330
"1837";1837;"2011-03-22";2;0;3;6;0;2;1;1;0,4;0,4091;0,87;0,2537;2;58;60
"16872";16872;"2012-12-10";4;1;12;18;0;1;1;2;0,46;0,4545;0,88;0,2836;20;544;564
"11794";11794;"2012-05-11";2;1;5;14;0;5;1;1;0,62;0,6061;0,23;0,2239;116;218;334
"13189";13189;"2012-07-08";3;1;7;17;0;0;0;1;0,78;0,7424;0,59;0;68;202;270
"10162";10162;"2012-03-04";1;1;3;11;0;0;0;1;0,32;0,2879;0,45;0,3881;64;192;256
"775";775;"2011-02-04";1;0;2;17;0;5;1;2;0,26;0,2727;0,56;0,1343;10;195;205
"13104";13104;"2012-07-05";3;1;7;4;0;4;1;1;0,72;0,6667;0,58;0;0;7;7
"17268";17268;"2012-12-27";1;1;12;8;0;4;1;1;0,26;0,2273;0,65;0,3582;2;206;208
"15825";15825;"2012-10-26";4;1;10;13;0;5;1;2;0,58;0,5455;0,68;0,1343;77;260;337
"5091";5091;"2011-08-05";3;0;8;0;0;5;1;1;0,66;0,6212;0,74;0,1045;13;41;54
"3268";3268;"2011-05-21";2;0;5;1;0;6;0;1;0,52;0,5;0,72;0;8;64;72
"15218";15218;"2012-10-01";4;1;10;6;0;1;1;1;0,44;0,4394;0,77;0,1045;8;147;155
"10945";10945;"2012-04-06";2;1;4;4;0;5;1;1;0,34;0,3182;0,49;0,2537;2;3;5
"4667";4667;"2011-07-18";3;0;7;8;0;1;1;1;0,7;0,6515;0,7;0,194;18;329;347
"15765";15765;"2012-10-24";4;1;10;1;0;3;1;1;0,54;0,5152;0,68;0;4;23;27
"11893";11893;"2012-05-15";2;1;5;17;0;2;1;1;0,68;0,6364;0,65;0,1045;75;603;678
"6364";6364;"2011-09-27";4;0;9;17;0;2;1;2;0,66;0,5909;0,89;0,194;50;480;530
"5546";5546;"2011-08-23";3;0;8;23;0;2;1;1;0,62;0,6061;0,61;0,1343;19;61;80
"11140";11140;"2012-04-14";2;1;4;8;0;6;0;1;0,36;0,3485;0,71;0,1343;24;136;160
"14631";14631;"2012-09-06";3;1;9;19;0;4;1;1;0,68;0,6364;0,74;0,2537;54;504;558
"11813";11813;"2012-05-12";2;1;5;9;0;6;0;1;0,54;0,5152;0,49;0;87;248;335
"16256";16256;"2012-11-15";4;1;11;1;0;4;1;2;0,26;0,2727;0,65;0,1045;2;14;16
"6087";6087;"2011-09-16";3;0;9;4;0;5;1;1;0,4;0,4091;0,71;0,2836;1;3;4
"4531";4531;"2011-07-12";3;0;7;16;0;2;1;1;0,86;0,7879;0,44;0,2836;25;177;202
"5190";5190;"2011-08-09";3;0;8;3;0;2;1;1;0,72;0,6818;0,62;0;0;3;3
"3925";3925;"2011-06-17";2;0;6;10;0;5;1;1;0,7;0,6515;0,58;0,194;44;126;170
"2934";2934;"2011-05-07";2;0;5;3;0;6;0;1;0,42;0,4242;0,77;0,0896;9;9;18
"13514";13514;"2012-07-22";3;1;7;6;0;0;0;2;0,62;0,5758;0,83;0,0896;5;14;19
"11283";11283;"2012-04-20";2;1;4;7;0;5;1;1;0,42;0,4242;0,94;0;9;350;359
"11424";11424;"2012-04-26";2;1;4;4;0;4;1;2;0,48;0,4697;0,59;0,0896;1;2;3
"15348";15348;"2012-10-06";4;1;10;16;0;6;0;1;0,6;0,6212;0,43;0,5224;317;342;659
"7557";7557;"2011-11-16";4;0;11;11;0;3;1;3;0,46;0,4545;0,94;0,0896;7;53;60
"16557";16557;"2012-11-27";4;1;11;14;0;2;1;3;0,28;0,2576;0,87;0,3582;8;86;94
"3493";3493;"2011-05-30";2;0;5;10;1;1;0;1;0,8;0,7576;0,55;0,2537;116;153;269
"14796";14796;"2012-09-13";3;1;9;16;0;4;1;1;0,72;0,6515;0,39;0,0896;85;406;491
"1637";1637;"2011-03-13";1;0;3;17;0;0;0;1;0,44;0,4394;0,41;0,3582;98;143;241
"4600";4600;"2011-07-15";3;0;7;13;0;5;1;1;0,7;0,6515;0,54;0,194;85;162;247
"5904";5904;"2011-09-08";3;0;9;12;0;4;1;2;0,66;0,5909;0,94;0,2239;17;85;102
"6137";6137;"2011-09-18";3;0;9;6;0;0;0;1;0,44;0,4394;0,77;0,2537;2;10;12
"14544";14544;"2012-09-03";3;1;9;4;1;1;0;1;0,66;0,5909;0,89;0,0896;6;5;11
"8754";8754;"2012-01-05";1;1;1;13;0;4;1;1;0,34;0,303;0,42;0,2985;6;112;118
"11917";11917;"2012-05-16";2;1;5;17;0;3;1;1;0,72;0,6667;0,51;0,194;104;769;873
"17354";17354;"2012-12-30";1;1;12;22;0;0;0;1;0,2;0,197;0,55;0,194;6;30;36
"11010";11010;"2012-04-08";2;1;4;21;0;0;0;1;0,52;0,5;0,34;0,2239;53;77;130
"12026";12026;"2012-05-21";2;1;5;6;0;1;1;3;0,56;0,5303;0,88;0,2985;3;76;79
"2235";2235;"2011-04-07";2;0;4;23;0;4;1;1;0,38;0,3939;0,76;0,2537;9;45;54
"7152";7152;"2011-10-30";4;0;10;14;0;0;0;1;0,42;0,4242;0,38;0,194;91;209;300
"8344";8344;"2011-12-19";4;0;12;7;0;1;1;1;0,18;0,2121;0,74;0,1045;4;187;191
"3164";3164;"2011-05-16";2;0;5;17;0;1;1;1;0,58;0,5455;0,88;0,2239;47;227;274
"13895";13895;"2012-08-07";3;1;8;3;0;2;1;1;0,7;0,6667;0,84;0;0;6;6
"4036";4036;"2011-06-22";3;0;6;1;0;3;1;1;0,66;0,6061;0,78;0,1343;2;19;21
"544";544;"2011-01-24";1;0;1;19;0;1;1;1;0,14;0,1515;0,54;0,1642;5;101;106
"1191";1191;"2011-02-22";1;0;2;15;0;2;1;1;0,24;0,2273;0,48;0,194;2;67;69
"7111";7111;"2011-10-28";4;0;10;21;0;5;1;3;0,32;0,3182;0,7;0,1642;5;69;74
"10611";10611;"2012-03-23";2;1;3;5;0;5;1;2;0,5;0,4848;0,94;0;5;29;34
"14806";14806;"2012-09-14";3;1;9;2;0;5;1;1;0,56;0,5303;0,73;0;7;23;30
"13502";13502;"2012-07-21";3;1;7;18;0;6;0;2;0,6;0,5455;0,88;0,194;51;126;177
"5752";5752;"2011-09-02";3;0;9;2;0;5;1;3;0,62;0,5909;0,73;0,1045;9;11;20
"7148";7148;"2011-10-30";4;0;10;10;0;0;0;1;0,32;0,3333;0,61;0,0896;53;125;178
"17017";17017;"2012-12-16";4;1;12;19;0;0;0;1;0,36;0,3485;0,93;0,1343;10;99;109
"3687";3687;"2011-06-07";2;0;6;12;0;2;1;2;0,8;0,7273;0,46;0,2836;42;141;183
"12284";12284;"2012-06-01";2;1;6;0;0;5;1;1;0,66;0,6212;0,5;0,2537;10;76;86
"9494";9494;"2012-02-05";1;1;2;11;0;0;0;2;0,26;0,2576;0,7;0,194;22;160;182
"5598";5598;"2011-08-26";3;0;8;3;0;5;1;1;0,6;0,5455;0,88;0,1045;3;8;11
"1071";1071;"2011-02-17";1;0;2;8;0;4;1;1;0,32;0,3333;0,57;0,0896;18;267;285
"16883";16883;"2012-12-11";4;1;12;5;0;2;1;3;0,34;0,303;0,71;0,3284;1;40;41
"10536";10536;"2012-03-20";1;1;3;2;0;2;1;1;0,54;0,5152;0,88;0,0896;2;8;10
"7447";7447;"2011-11-11";4;0;11;21;1;5;0;1;0,3;0,303;0,45;0,1642;4;79;83
"3032";3032;"2011-05-11";2;0;5;5;0;3;1;1;0,46;0,4545;0,88;0,1343;0;20;20
"7169";7169;"2011-10-31";4;0;10;7;0;1;1;1;0,24;0,2879;0,93;0;11;216;227
"11004";11004;"2012-04-08";2;1;4;15;0;0;0;1;0,62;0,6061;0,17;0,3582;260;226;486
"366";366;"2011-01-16";1;0;1;17;0;0;0;1;0,22;0,2121;0,37;0,2537;23;82;105
"8034";8034;"2011-12-06";4;0;12;9;0;2;1;2;0,46;0,4545;0,94;0,2239;4;200;204
"4442";4442;"2011-07-08";3;0;7;23;0;5;1;2;0,66;0,6061;0,78;0,0896;40;111;151
"7064";7064;"2011-10-26";4;0;10;22;0;3;1;2;0,48;0,4697;0,88;0,0896;23;112;135
"3012";3012;"2011-05-10";2;0;5;9;0;2;1;2;0,52;0,5;0,48;0,1045;29;176;205
"17238";17238;"2012-12-26";1;1;12;2;0;3;1;2;0,26;0,2273;0,65;0,2985;0;1;1
"14437";14437;"2012-08-29";3;1;8;17;0;3;1;1;0,78;0,6818;0,35;0,2239;108;762;870
"14495";14495;"2012-09-01";3;1;9;3;0;6;0;1;0,7;0,6515;0,7;0,1045;6;29;35
"3496";3496;"2011-05-30";2;0;5;13;1;1;0;1;0,86;0,7879;0,44;0,0896;133;217;350
"1626";1626;"2011-03-13";1;0;3;6;0;0;0;1;0,34;0,3636;0,66;0;0;2;2
"6029";6029;"2011-09-13";3;0;9;18;0;2;1;1;0,7;0,6515;0,61;0,1642;67;472;539
"8335";8335;"2011-12-18";4;0;12;22;0;0;0;1;0,22;0,2273;0,75;0,194;2;47;49
"6730";6730;"2011-10-12";4;0;10;23;0;3;1;3;0,54;0,5152;0,94;0,0896;13;41;54
"2865";2865;"2011-05-04";2;0;5;6;0;3;1;3;0,34;0,303;0,93;0,3881;0;21;21
"3514";3514;"2011-05-31";2;0;5;7;0;2;1;1;0,74;0,697;0,66;0,1045;16;219;235
"16485";16485;"2012-11-24";4;1;11;14;0;6;0;1;0,32;0,2879;0,33;0,4627;58;149;207
"6185";6185;"2011-09-20";3;0;9;6;0;2;1;2;0,54;0,5152;0,88;0,194;3;111;114
"1855";1855;"2011-03-23";2;0;3;0;0;3;1;3;0,36;0,3485;0,71;0,2239;3;8;11
"778";778;"2011-02-04";1;0;2;20;0;5;1;2;0,24;0,2424;0,65;0,1642;2;69;71
"11796";11796;"2012-05-11";2;1;5;16;0;5;1;1;0,62;0,6061;0,25;0,3284;128;397;525
"7846";7846;"2011-11-28";4;0;11;13;0;1;1;2;0,58;0,5455;0,56;0;25;137;162
"13713";13713;"2012-07-30";3;1;7;13;0;1;1;1;0,8;0,7424;0,49;0,1642;57;169;226
"11962";11962;"2012-05-18";2;1;5;14;0;5;1;1;0,66;0,6212;0,34;0,1343;108;242;350
"13204";13204;"2012-07-09";3;1;7;8;0;1;1;2;0,66;0,6061;0,83;0,1642;26;429;455
"10396";10396;"2012-03-14";1;1;3;6;0;3;1;1;0,44;0,4394;0,82;0,0896;1;120;121
"5360";5360;"2011-08-16";3;0;8;5;0;2;1;1;0,62;0,5909;0,73;0,2836;1;29;30
"13956";13956;"2012-08-09";3;1;8;16;0;4;1;1;0,86;0,7727;0,39;0,2537;97;320;417
"9135";9135;"2012-01-21";1;1;1;12;0;6;0;2;0,2;0,2121;0,8;0,1642;5;62;67
"17016";17016;"2012-12-16";4;1;12;18;0;0;0;3;0,38;0,3939;0,82;0,1045;8;99;107
"1037";1037;"2011-02-15";1;0;2;21;0;2;1;1;0,24;0,2879;0,52;0;5;61;66
"2202";2202;"2011-04-06";2;0;4;14;0;3;1;1;0,5;0,4848;0,34;0,4179;35;80;115
"638";638;"2011-01-29";1;0;1;20;0;6;0;1;0,18;0,2121;0,74;0,0896;1;42;43
"13798";13798;"2012-08-03";3;1;8;2;0;5;1;1;0,68;0,6364;0,79;0,2239;0;14;14
"17349";17349;"2012-12-30";1;1;12;17;0;0;0;1;0,26;0,2273;0,41;0,3284;26;97;123
"3497";3497;"2011-05-30";2;0;5;14;1;1;0;1;0,88;0,803;0,39;0;142;185;327
"5533";5533;"2011-08-23";3;0;8;10;0;2;1;1;0,7;0,6364;0,37;0;56;92;148
"8639";8639;"2011-12-31";1;0;12;17;0;6;0;1;0,42;0,4242;0,54;0,194;28;101;129
"2819";2819;"2011-05-02";2;0;5;8;0;1;1;2;0,48;0,4697;0,77;0,2239;21;350;371
"12028";12028;"2012-05-21";2;1;5;8;0;1;1;3;0,56;0,5303;0,88;0,2537;12;258;270
"3113";3113;"2011-05-14";2;0;5;14;0;6;0;2;0,54;0,5152;0,94;0,1343;57;159;216
"13488";13488;"2012-07-21";3;1;7;4;0;6;0;3;0,58;0,5455;0,88;0,2836;11;5;16
"12686";12686;"2012-06-17";2;1;6;18;0;0;0;1;0,64;0,6212;0,53;0,194;203;310;513
"14679";14679;"2012-09-08";3;1;9;19;0;6;0;3;0,58;0,5455;0,88;0,1045;28;187;215
"5656";5656;"2011-08-29";3;0;8;2;0;1;1;1;0,6;0,5909;0,69;0,194;8;5;13
"16846";16846;"2012-12-09";4;1;12;16;0;0;0;3;0,36;0,3485;0,93;0,1642;33;220;253
"628";628;"2011-01-29";1;0;1;10;0;6;0;2;0,18;0,2121;0,64;0,1045;4;51;55
"6255";6255;"2011-09-23";4;0;9;4;0;5;1;3;0,6;0,5;1;0;6;7;13
"1501";1501;"2011-03-07";1;0;3;21;0;1;1;1;0,28;0,2727;0,38;0,2239;1;53;54
"11952";11952;"2012-05-18";2;1;5;4;0;5;1;1;0,46;0,4545;0,77;0,1642;0;11;11
